title,description
Após reunião¢ Prefeitura fecha acordo com movimentos por moradia,Prefeito Fernando Haddad se comprometeu a revogar o decreto que define a área da Nova Palestina como Zona de Proteção e Desenvolvimento Sustentável depois da aprovação do Plano Diretor
UBSs da capital abrirão neste sábado para vacinar contra o HPV,Vacina é oferecida gratuitamente para meninas de 11 a 13 anos. Mais de 127 mil adolescentes já foram imunizadas no município¢ o que representa cobertura de 48¢2% até o momento
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 27 de março de 2014
Prefeitura apresenta plano de trabalho para verificação independente de contratos do transporte coletivo,Medida é um compromisso anunciado pelo prefeito Fernando Haddad no ano passado durante reunião do Conselho da Cidade. A empresa Ernst & Young fará o trabalho de verificação independente de todos os contratos do sistema de transporte coletivo de São
Frente Nacional de Prefeitos lança o 12º anuário Finanças dos Municípios Paulistas,Anuário apresenta dados das finanças dos municípios do estado de São Paulo em gráficos¢ tabelas e comparativos. Documento foi lançado na manhã desta quinta-feira
Prefeitura contrata verificação de custos para balizar nova concessão do sistema de transporte público municipal,Empresa EY (Ernst & Young) fará a verificação independente de custos e receitas do setor para atestar a taxa de retorno dos contratos com as empresas de ônibus. Resultados serão divulgados à população
Programa São Paulo Carinhosa é apresentado para educadores da Zona Norte,A primeira dama e coordenadora da Política de Desenvolvimento da Primeira Infância¢ Ana Estela Haddad apresentou na tarde desta quinta-feira (27) as ações do programa São Paulo Carinhosa para 200 educadores da região da Freguesia do Ó e Brasilândia
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 28 de março de 2014
Equipe da UBS Sé oferece tratamento odontológico diferenciado e conquista prêmio,A iniciativa de estimular um vínculo de confiança entre pessoas em situação de rua e profissionais de saúde já atendeu mais de 279 pacientes e foi a vencedora do Prêmio Saúde da Editora Abril¢ na categoria saúde bucal
Ponte do Jaguaré ganha faixa exclusiva para ônibus a partir de segunda-feira,Com a implantação da faixa exclusiva na zona oeste¢ a ‘Operação Dá Licença para o Ônibus’ chega a 320¢4 km de vias inauguradas desde o começo do ano passado em todas as região da cidade
Encenação de obra de Shakespeare integra programação de abril da Biblioteca Mário de Andrade,Debates¢ exposições e shows de música instrumental também poderão ser conferidos gratuitamente ao longo do mês
Prefeitura abre inscrições para sorteio de boxes na Feira da Madrugada,Abertura das inscrições será publicada neste sábado do Diário Oficial da Cidade. Ao todo¢ cerca de dois mil boxes remanescentes serão sorteados para ambulantes interessados em trabalhar na feira
Mais de 2¢5 mil cruzamentos semaforizados foram revitalizados pela CET até fevereiro,Revitalização prevê a reforma de 4¢8 mil cruzamentos semafóricos até o fim de 2016. Também foram instalados 660 no breaks
Alcides Amazonas assume como novo subprefeito da Sé,Subprefeitura da Sé tem cerca de 430 mil moradores¢ mas aproximadamente 3 milhões de pessoas circulam por seu território diariamente. Região concentra 17% dos empregos da cidade
Eleições para conselhos de Habitação¢ Participativo e da Praça Roosevelt acontecem neste fim de semana,Votação para escolha de seis representantes do Conselho Gestor da Praça Roosevelt acontece no sábado (29). No domingo (30)¢ acontecem eleições para 16 membros do Conselho de Habitação e para 20 imigrantes no Conselho Participativo
Prefeitura promove primeira atividade do “Território Móvel”,Com objetivo de democratizar e facilitar o acesso da população às ações socioculturais da cidade¢ prefeito Fernando Haddad disponibiliza infraestrutura móvel.
Segunda fase de duplicação da Belmira Marin terá mais 1¢5 km,Com a intervenção¢ a avenida Belmira Marin¢ na zona sul¢ terá três quilômetros com duas faixas em cada sentido. Obra possibilitará implementação de faixa exclusiva para ônibus em ambos os lados da via
Conselho Gestor da Praça Roosevelt terá desafio de promover diálogo e convivência¬ veja os eleitos,Eleições para escolha dos seis conselheiros aconteceram neste sábado. Órgão deverá articular movimentos artísticos¢ comerciantes¢ entidades¢ associação de moradores e skatistas. Veja o nome dos eleitos
Mulheres da Brasilândia se reúnem para combater a violência de gênero,No último fim de semana da programação especial do Mês da Mulher¢ evento reúne ativistas¢ órgãos públicos e a população da Brasilândia para ação educativa e atendimento.
Conselho Participativo abre espaço inédito para imigrantes¬ confira os eleitos,Eleições realizadas neste domingo (30) escolheram 20 conselheiros que representarão os estrangeiros residentes em São Paulo em 19 subprefeituras. Iniciativa é inédita na cidade
Habitação: eleição do CMH registra mais de 46 mil pessoas,Eleição foi realizada neste domingo (30) em 58 pontos da cidade. Conselheiros são representantes das associações de moradia e têm a missão de acompanhar e avaliar a política habitacional
Termina estado de atenção para alagamentos em toda cidade,Atualizado às 17h36
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 31 de março de 2014
Nota - explicação sobre atualização de VVR no cálculo de ITBI,Segunda-feira¢ 31 de março de 2014
Prefeitura faz parceria com a Unifesp para analisar ossadas de vala em Perus,Trabalho no cemitério Dom Bosco permitirá a identificação de restos mortais de desaparecidos políticos durante a ditadura militar. Todas as etapas do processo serão acompanhadas pelos familiares das vítimas
Zona Leste: Oito subprefeituras voltam ao estado de observação,As subprefeituras de Itaim Paulista¢ Guaianases¢ Cidade Tiradentes¢ São Miguel Paulista¢ Itaquera¢ Aricanduva/Vila Formosa¢ São Mateus e Vila Prudente entraram em estado de atenção. Às 18h¢ eram registrados cinco pontos de alagamentos ativos
Equipe da UBS Sé oferece tratamento odontológico diferenciado e conquista prêmio,A iniciativa de estimular um vínculo de confiança entre pessoas em situação de rua e profissionais de saúde já atendeu mais de 279 pacientes e foi a vencedora do Prêmio Saúde da Editora Abril¢ na categoria saúde bucal
Parque de iluminação da cidade ganhará lâmpadas de LED,Iniciativa foi anunciada pelo prefeito Fernando Haddad em encontro com empresários. Prefeito destacou a importância do Plano Diretor e da renegociação da dívida para recuperação dos investimentos na capital
Agenda do prefeito Fernando Haddad,Terça-feira¢ 1º de abril de 2014
São Paulo implementa primeiro semáforo exclusivo para ônibus,Método pioneiro no Brasil consiste em priorizar a saída dos ônibus nos semáforos antes do tráfego em geral. Primeiro semáforo exclusivo foi implementado no bairro da Lapa¢ na zona oeste da cidade
Toninho Pinto assume a Secretaria Municipal de Promoção da Igualdade Racial,O novo secretário substitui o vereador Netinho de Paula. Entre os principais projetos e desafios da Pasta estão a evolução da aplicação da lei de cotas de 20% para negros em cargos públicos e a promoção de políticas públicas para a juventude
CEUs recebem desfiles e exposições do São Paulo Fashion Week,Programa realizado pela Secretaria de Educação nos Centros Educacionais Unificados (CEUs) da cidade prevê a realização de desfile¢ workshops¢ palestras e exposição voltados ao mundo da moda
Casos de dengue caem 27%¬ Lapa e Jaguaré têm índice acima da média,Cidade tem índice de baixa transmissão¢ de acordo com o Ministério da Saúde¢ com 6¢7 casos para cada 100 mil habitantes. Prefeitura faz contenção na zona oeste da cidade
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 2 de abril de 2014
Plano de Resíduos Sólidos prevê ampliar em cinco vezes a coleta seletiva na cidade,Novo plano traça metas de reciclagem para os próximos 20 anos na cidade. São Paulo terá quatro centrais mecanizadas de triagem inéditas na América Latina
Quatro subprefeituras da Zona Leste em estado de atenção para escorregamentos,Itaquera¢ Itaim Paulista¢ Guaianazes e São Mateus entraram no estado às 15h30¢ após 72 horas de chuvas
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 3 de abril de 2014
Prefeitura lança ferramenta que permite acompanhar o Programa de Metas 2013-2016,Página eletrônica lançada nesta quinta-feira (3) oferece detalhes sobre etapas e andamento de cada uma das 123 metas. Informações podem ser organizadas por tema e por subprefeitura
Município intensifica ações de combate à dengue em distritos considerados críticos,Na média¢ a capital tem taxa de incidência com média de 10¢4 casos para cada 100 mil habitantes. Número de notificações disparou em distritos próximos a Osasco: Lapa¢ Jaguaré e Rio Pequeno¢ na zona oeste¢ além de Tremembé (norte) e Vila Jacuí (leste)
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 4 de abril de 2014
Corredor Norte-Sul começa a ganhar 740 pontos de iluminação de LED,Modernização da iluminação em uma das vias mais importantes da cidade começou no dia 21. Serão substituídas mais de 740 lâmpadas de vapor de sódio por LED¢ que são cinco vezes mais duráveis e 70% mais econômicas
São Paulo adere à rede de simplificação de registro para pequenos empreendedores,Integração entre órgão federais¢ estaduais e municipais vai permitir reduzir o tempo de abertura de empresas de 180 dias para cinco. Um único portal de atendimento reunirá Junta Comercial¢ Cadastro Nacional de Pessoa Jurídica (CNPJ) e licenciamento
Zona Leste: quatro subprefeituras voltam ao estado de observação para deslizamentos,Itaquera¢ Itaim Paulista¢ Guaianases e São Mateus ficaram dois dias em estado de atenção
Especialistas internacionais visitam 'De Braços Abertos',Estrangeiros estão no país para participar do Seminário Internacional sobre Cocaínas Fumadas¢ na Unifesp
Agenda do prefeito Fernando Haddad,Domingo¢ 6 de abril de 2014
Prefeitura levará políticas inovadoras ao 7º Fórum Urbano Mundial em Medellín,Evento reúne mais de 160 países. Haddad é convidado de mesa com prefeitos de cidades como Barcelona na terça (8) e na quarta (9) de um debate sobre financiamento de transporte público. Faixas exclusivas¢ Plano Diretor e Braços Abertos são temas
Prefeito lança Bilhete Único Semanal e anuncia novo corredor na Cidade Jardim,Passageiros poderão realizar viagens ilimitadas durante uma semana a partir da primeira vez que passarem pela catraca. Com novo corredor da Zona Sul¢ 160 mil pessoas serão beneficiadas
Prefeito participa de missa solene em homenagem a São José de Anchieta,Ato foi realizado neste domingo na Catedral da Sé
Agenda da prefeita em exercício* Nádia Campeão,Segunda-feira¢ 7 de abril de 2014
Município intensifica ações de combate à dengue em distritos considerados críticos,Capital tem taxa de incidência de 10¢4 casos para 100 mil habitantes. Notificações dispararam em distritos próximos a Osasco: Lapa¢ Jaguaré e Rio Pequeno¢ além de Tremembé e Vila Jacuí. Primeiro óbito por dengue grave foi confirmado na segunda (7)
8 linhas têm itinerário alterado devido à implantação de faixa exclusiva na Zona Sul,A alteração no trajeto começou nesta segunda-feira (7) nas linhas que passam pelas avenidas Lins de Vasconcelos e Lacerda Franco¢ na Zona Sul¢ que ganharam novas faixas exclusivas
São Paulo participa do 7º Fórum Urbano Mundial na Colômbia,Abertura do evento realizado pela Organização das Nações Unidas (ONU) contou com a presença do prefeito Fernando Haddad. Até dia 11¢ São Paulo apresentará projetos a dirigentes de várias metrópoles do planeta
Agenda da prefeita em exercício Nádia Campeão,Terça-feira¢ 8 de abril de 2014
Prefeita em exercício participa de solenidade na Assembleia,Em cerimônia realizada na Assembleia para a posse da deputada Sarah Munhoz¢ Nádia Campeão destacou o papel das mulheres na política do país
São Paulo apresenta ações de mobilidade no 7º Fórum Urbano Mundial na Colômbia,Prefeito Fernando Haddad participou de mesa-redonda nesta terça-feira (8) com líderes de outros países¢ durante o segundo dia do Fórum Urbano Mundial em Medellin¢ na Colômbia
Conselho Municipal de Tributos abre seleção para novos conselheiros,Serão selecionados 12 conselheiros titulares e 24 suplentes¢ indicados por entidades representativas de classe econômica ou profissional. Saiba como se inscrever no processo de seleção
Prefeitura e Ministério do Trabalho firmam acordo para projetos de economia solidária,Com investimento de R$ 13 milhões¢ projeto prevê o empoderamento da população em situação de rua¢ inserção de 1¢4 mil catadores de recicláveis e criação de rede de cooperativas sociais
Agenda da prefeita em exercício Nádia Campeão,Quarta-feira¢ 9 de abril de 2014
ESCLARECIMENTO SOBRE O PROGRAMA RENDA MÍNIMA,9 de abril de 2014
Prefeitos da América Latina debatem financiamento do transporte público,Em mesa-redonda realizada nesta quarta no Fórum Urbano Mundial¢ em Medellin¢ na Colômbia¢ o prefeito Fernando Haddad expôs a realidade do financiamento do transporte público da capital
Centros de Educação em Direitos Humanos serão instalados em quatro CEUs da cidade,Os quatro equipamentos da cidade lançados nesta quarta-feira (9) pela Prefeitura funcionarão como polos de promoção de uma cultura de cidadania e valorização da diversidade
Prefeitura cancela contrato com empresa que forneceu tênis de baixa qualidade,Cancelamento ocorreu após investigação da Controladoria Geral do Município (CGM). Empresa terá de ressarcir prejuízos causados aos cofres públicos e ficará impedida de participar de licitações do município
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 10 de abril de 2014
Cidade de São Paulo é escolhida o melhor destino de viagem do Brasil,Capital recebeu nesta quinta-feira (10) o prêmio ‘Travellers´ Choice Destinos’ como principal destino do país¢ promovido pelo site TripAdvisor. Cidade ficou em terceiro na América do Sul
Incentivo ao transporte público é tema central de debates no Fórum Urbano Mundial,Prefeito Fernando Haddad retornou a São Paulo após participar de debates nos três primeiros dias do evento em Meddelin. Transporte público foi o tema central das discussões
Município mantém ações intensificadas de prevenção e combate à dengue,Notificações chegam a 1.745 e representam taxa média de incidência de 15¢5 casos para 100 mil/hab. Casos dispararam em distritos próximos a Osasco: Lapa¢ Jaguaré e Rio Pequeno
Áreas de Restrição Comercial devem gerar mais de 600 empregos durante a Copa,Decreto que cria as Áreas de Restrição Comercial foi publicado nesta quinta-feira (10) no Diário Oficial da Cidade
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 11 de abril de 2014
São Paulo renova contrato para sediar a Fórmula 1 até 2020,Anúncio foi feito nesta sexta (11) pelo prefeito Fernando Haddad e representantes da Fórmula 1. Autódromo de Interlagos será requalificado para receber o GP Brasil¢ que foi eleito em 2013 o melhor organizado pelos pilotos e equipes
ESCLARECIMENTO SOBRE O CARRO DO PREFEITO,Sexta-feira¢ 11 de abril de 2014
Agenda do prefeito Fernando Haddad,Sábado¢ 12 de abril de 2014
Prefeitura inaugura primeira UPA 24 horas da cidade no Campo Limpo,Unidade funcionará 7 dias da semana¢ incluindo os feriados¢ como intermediária entre as Unidades Básicas de Saúde (UBS) e os hospitais. O novo equipamento fará até mil atendimentos por dia
Toda a cidade entra em estado de atenção,Atualizado às 21h05 -- Situação foi decretada às 20h02 nas zonas Sul¢ Sudeste e Oeste e¢ às 20h30¢ em toda capital
Prefeito participa de diálogo com jovens do extremo sul da capital,Prefeito Fernando Haddad se reuniu na tarde deste sábado (12) com grupo de jovens do Fundão do M´Boi Mirim¢ no extremo sul da cidade. Moradores puderam conhecer ações da Prefeitura e questionar sobre projetos
Toda a cidade volta ao estado de observação,Atualizado às 22h50 -- CGE decreta estado de normalidade para toda capital¬ Córrego Ipiranga transbordou às 21h05 e¢ em menos de uma hora¢ voltou ao normal
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 14 de abril de 2014
Segunda-feira amanhece com nebulosidade¢ chuviscos e sensação de frio,Zona Leste: quatro subprefeituras estão em estado de atenção para deslizamentos
São Paulo apresenta ações para melhorar ambiente de negócios,Seminário mostrou aos respondentes da pesquisa Doing Business¢ do Banco Mundial¢ as iniciativas da Prefeitura para facilitar o empreendedorismo na cidade. Brasil subiu no último ano 14 posições em ranking de ambiente de negócios
Agenda do prefeito Fernando Haddad,Terça-feira¢ 15 de abril de 2014
Tempo continua frio e chuvoso nesta terça-feira,Segundo o CGE¢ há previsão de pancadas de chuva moderada nas próximas horas
Município já vistoriou 28 imóveis suspeitos de irregularidades no IPTU,Registro de área construída ou expandida menor do que a real e registro de imóveis de luxo como imóveis simples foram algumas das irregularidades detectadas em 13 edificações
Prefeitura inclui beneficiários do 'De Braços Abertos' no Fábrica Verde,Participantes ganharão noções de paisagismo¢ plantio de jardins comestíveis¢ produção de mudas e compostagem. Atividades práticas começaram nesta terça na Escola Estufa Complexo Prates¢ no Bom Retiro
Guarda Civil Metropolitana inaugura Casa de Atenção para atendimento aos profissionais,No equipamento inaugurado nesta terça-feira (15) os guardas terão atendimento em psicologia e assistência social. Trabalho será realizado em parceria com Universidade Nove de Julho (Uninove)
Obras de mobilidade no entorno da Arena Corinthians serão entregues no fim do mês,Construtora entregou nesta terça-feira (15) as obras civis da arena que receberá a abertura da Copa do Mundo de 2014 ao Corinthians. Intervenções viárias no entorno do estádio serão entregues no fim deste mês pela Prefeitura e pelo Governo do Estado
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 16 de abril de 2014
Prefeitura regulamenta a criação de ‘parklets’ para ampliar oferta de espaços públicos na cidade,Iniciativa visa a criação de espaços temporários com o objetivo humanizar e democratizar o uso da rua. O equipamento  amplia e qualifica espaços de convivência que proporcionam maior interação social
bgb,bgbgb
O que abre e o que fecha nos feriados de Sexta-Feira Santa e Tiradentes,Veja como será o funcionamento dos serviços públicos municipais no feriado da Sexta-Feira Santa (18)¢ no sábado (19)¢ domingo de Páscoa (20) e no Dia de Tiradentes (21)
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 17 de abril de 2014
Prefeitura cede edifício para unidade do Instituto  Federal de Educação em São Miguel,Escola tem capacidade para atender até 1.200 alunos com ensino médio¢ cursos técnicos e ensino superior. Primeiras turmas iniciam atividades no segundo semestre de 2014
CET no seu bairro: 15 bairros de sete regiões ganham melhorias na sinalização,Terceira edição do programa que promove a instalação de placas¢ faixas de pedestres¢ lombadas e rotatórias atingirá¢ entre os dias 22 e 29¢ 15 bairros da cidade em sete regiões
Parada de Taipas ganhará 1¢5 km de faixa exclusiva para ônibus,Avenida Elísio Teixeira Leite¢ na Parada de Taipas¢ ganhará a partir da próxima terça-feira (22) 1¢5 km de faixa exclusiva a direita¢ em ambos os sentidos da via. Desde janeiro do ano passado¢ 325¢9 km foram implementados na cidade
Município mantém ações intensificadas de prevenção e combate à dengue,Notificações chegam a 2.538 e representam taxa média de incidência de 22¢6 casos para 100 mil habitantes. Casos são acima da média nos distritos de Jaguaré¢ Tremembé¢ Lapa e Rio Pequeno
Município mantém ações intensificadas de prevenção e combate à dengue,Notificações chegam a 2.538 e representam taxa média de incidência de 22¢6 casos para 100 mil habitantes. Casos estão acima da média no distrito do Jaguaré¢ na Zona Oeste
Prefeitura anuncia fornecimento de água e energia para a Vila da Paz,Anúncio atende a reivindicação histórica da comunidade
Agenda do prefeito Fernando Haddad,Terça-feira¢ 22 de abril de 2014
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 23 de abril de 2014
Controladoria Geral do Município e Ministério Público de Contas do TCE-SP firmam parceria de combate à corrupção,Órgão terá acesso ao software de declaração patrimonial¢ sistemas de filtro e metodologia de análise desenvolvidos pela CGM para identificar suspeitos de enriquecimento ilícito. Procuradores querem fortalecer os controles internos dos 644 municípios
Campanha de Vacinação contra vírus da gripe começa em São Paulo,A vacina será oferecida gratuitamente nos postos de saúde da cidade¬ meta é vacinar 2¢5 milhões de pessoas
São Paulo sedia encontros internacionais sobre futuro da internet,Entidades da sociedade civil¢ governos e empresas privadas discutem formas para garantir na web direitos como liberdade de expressão¢ privacidade e pluralidade cultural
São Paulo leva a arte da periferia a Buenos Aires,A capital paulista é a primeira cidade brasileira homenageada na 40ª Feira Internacional do Livro de Buenos Aires¢ uma das maiores da América Latina. E trará a arte e a literatura da periferia da cidade
Argentina inaugura sede do Instituto Nacional de Promoção Turística em São Paulo,Iniciativa visa estreitar as relações comerciais e culturais com o Brasil. No espaço também funcionará um centro de eventos¢ assim como uma adega e um restaurante de especialidade argentina
Prefeitura abre edital para seleção de projetos que receberão recursos do FUMCAD,Novidade deste ano é a inclusão do eixo temático Direitos Humanos e projetos para a primeira infância¢ incluindo a construção de creches. Podem participar entidades de natureza privada¢ sem fins lucrativos¢ com propostas direcionadas a crianças e ado
Prefeitura lança plataforma de comunicação digital São Paulo Carinhosa,Portal de informação colaborativa destaca trabalho de 14 secretarias de governo que trabalham pela primeira infância. Objetivo é conversar com a  sociedade sobre o desenvolvimento integral das crianças
Agenda da prefeita em exercício* Nádia Campeão,Quinta-feira¢ 24 de abril de 2014
Casos de dengue avançam em distritos da capital¬ combate e prevenção são intensificados,Notificações chegam a 3.050 neste ano e representam taxa média de incidência de 27¢1 casos para 100 mil habitantes. Situação é crítica no Jaguaré¢ Lapa¢ Rio Pequeno e Tremembé
Carrão ganhará unidade da Rede Hora Certa e UPA 24h,Equipamentos vão oferecer pronto atendimento¢ especialidades¢ exames e cirurgias. Anúncio foi feito em encontro do secretário José de Filippi com a população na subprefeitura de Aricanduva
Famílias da Vila da Paz serão incluídas em programa de habitação,Primeiro grupo deve ser realocado em Itaquera ainda no primeiro semestre de 2015
Prefeitura entrega prêmios do 31º sorteio da Nota Fiscal Paulistana,Além dos principais prêmios de R$ 50 mil¢ R$ 20 mil e R$ 10 mil¢ foram distribuídos 50 prêmios no valor de R$ 1 mil¢ 500 de R$ 100¢ 5 mil de R$ 20 e 132 de R$ 10
Haddad abre Feira do Livro de Buenos Aires e convida cidade para a Virada Cultural,Forma da participação da capital portenha na Virada Cultural servirá de modelo para outras cidades¢ principalmente as latino-americanas
Agenda da prefeita em exercício* Nádia Campeão,Sexta-feira¢ 25 de abril de 2014
Nota sobre a situação dos haitianos,Medidas de urgência são tomadas para atender à população de imigrantes¢ em sua maioria haitianos¢ deslocados do estado do Acre para a cidade de São Paulo
Agenda da prefeita em exercício* Nádia Campeão,Sábado¢ 26 de abril de 2014
São Paulo participa do Dia de Mobilização Nacional Contra a Gripe,UBS Santa Cecília recebeu visita de autoridades para marcar o início dos trabalhos do Dia D¬ Vacina é oferecida gratuitamente nos postos de saúde da cidade
Prefeitura busca alternativas para ampliar assistência aos refugiados haitianos,Gestores se reuniram na manhã deste sábado com membros da Paróquia Nossa Senhora da Paz¢ que já recebeu 460 imigrantes do Haiti nos últimos 15 dias
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 28 de abril de 2014
Representantes de imigrantes tomam posse no Conselho Participativo Municipal,Em iniciativa inédita¢ 20 conselheiros representarão estrangeiros residentes em São Paulo em 19 subprefeituras. Eleitos são de 12 nacionalidades diferentes.
Cidade se organiza para receber refugiados haitianos,Prefeitura articula junto à Missão Paz ações de saúde¢ assistência social e de inserção dos imigrantes no mercado de trabalho.
Capital registra menor temperatura mínima média do ano: 13¢2ºC,Segundo CGE¢ a região de São Mateus¢ Zona Leste¢ atingiu o índice mais baixo com 11¢1ºC¬ a máxima hoje em São Paulo não passou dos 20ºC
Conselho da Cidade discute políticas de mobilidade para pedestre e renegociação da dívida de São Paulo,Conselheiros enviarão ao Senado carta que pede agilidade para a aprovação de um PL que garante readequação dos débitos com a União. Política de mobilidade para pedestres pode ser incluída no PDE
Prefeito Haddad assina projeto de lei que desonera parcerias público-privadas e transporte metroviário,Com a concessão de isenção de ISS para o Metrô e para recursos públicos usados em PPPs¢ Prefeitura visa incentivar investimentos privados para melhoria da infraestrutura da cidade
ONU lança em São Paulo campanha "Livres & Iguais",Objetivo da campanha é promover a igualdade de direitos de lésbicas¢ gays¢ bissexuais¢ transexuais e travestis¬ evento faz parte das atividades do Mês do Orgulho LGBT de São Paulo
Agenda do prefeito Fernando Haddad,Terça-feira¢ 29 de abril de 2014
Avenida Radial Leste ganha túnel no Complexo Viário de Itaquera,"Mergulhão" liberado ao tráfego elimina semáforo e dá mais fluidez ao principal acesso à zona leste¬ obra integra legado da Copa do Mundo para a região
O que abre e o que fecha no feriado do Dia do Trabalho,Veja como será o funcionamento dos serviços públicos municipais no feriado do Dia do Trabalho
São Paulo enfrentou madrugada mais fria do ano,Defesa Civil decretou estado de atenção para baixas temperaturas¬ termômetros registraram 13ºC com sensação térmica de 12ºC
Estrada do M'Boi Mirim recebe ponte sobre o rio Embu-Mirim que marca duplicação da via,Melhoria do viário da região é uma das principais reivindicações da população¬ segunda ponte deverá ser entregue em até 100 dias
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 30 de abril de 2014
Eventos da Parada do Orgulho LGBT começam amanhã¬ confira a programação,Além da tradicional Feira Cultural LGBT e da Caminhada de Lésbicas e Bissexuais¢ haverá a exibição do filme 'Praia do Futuro'¢ de Karim Aïnouz¢ no Cine Direitos Humanos
Baixas temperaturas deixam 13 subprefeituras em estado de atenção nessa madrugada,Capela do Socorro¢ Jaçanã/Tremembé e Perus foram as que mais sofreram com o frio
Nova UBS em Cidade Ademar atenderá mais de 20 mil pessoas,Inaugurada nesta quarta-feira (30)¢ UBS Novo Jardim Pantanal era reivindicada há 12 anos pela comunidade.
Casos de dengue começam a reduzir na capital¬ Combate e prevenção são intensificados,Notificações chegam a 3.730 neste ano e representam taxa média de incidência de 33¢1 casos para 100 mil habitantes. Situação é crítica no Jaguaré¢ Lapa e Rio Pequeno
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 1 de maio de 2014
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 2 de maio de 2014
Agenda do prefeito Fernando Haddad,Domingo¢ 4 de maio de 2014
Prefeitura apoia a 18ª Parada do Orgulho LGBT da cidade,Administração municipal ofereceu recursos para infraestrutura¢ segurança e atendimento de saúde. Temas deste ano são a criminalização da homofobia e aprovação da lei de identidade de gênero.
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 5 de maio de 2014
Abrigo provisório receberá 120 imigrantes haitianos a partir desta terça-feira (6),Imóvel foi adquirido em comodato pelo período de pelo menos três meses. Posto móvel do CAT oferece emissão de carteira de trabalho e encaminhamento a vagas de trabalho
Novas metas para administração indireta geraram economia de R$ 40 milhões em 2013,Entre as medidas estão as mudanças na padronização da remuneração de diretores¢ adequação no quadro de funcionários¢ assinatura de acordos de desempenho e a simplificação de processos¬ iniciativa deve gerar economia de R$ 190 milhões até 2016
Agenda do prefeito Fernando Haddad,Terça-feira¢ 6 de maio de 2014
Servidores municipais deverão declarar bens e valores a partir de 12 de maio,Servidores aposentados não deverão apresentar a declaração. Informações poderão ser enviadas pelo sistema eletrônico de bens e valores até o dia 16 de junho
Concurso premia novas receitas para alimentação saudável nas escolas municipais,Prêmio Educação Além do Prato incentiva a comunidade escolar a discutir hábitos alimentares e saúde¬ seis melhores pratos serão incorporados ao cardápio da merenda escolar.
Prefeito assina decreto que define regras para comida nas ruas da cidade,O documento estabelece quais tipos de alimentos que podem ser vendidos¢ os locais¢ o horário¢ o procedimento para conseguir a autorização e as obrigações e proibições dos comerciantes
Prefeito pede para governo do Haiti instalar escritório na cidade para atender refugiados,O local funcionará como um posto avançado da embaixada para que os haitianos regularizem seus documentos¢ principalmente o passaporte
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 7 de maio de 2014
Unidade móvel de combate à violência contra a mulher completa primeiro mês com 700 atendimentos,Ônibus do programa Mulher¢ viver sem violência iniciou hoje as atividades na região de Capela do Socorro¢ na zona sul
Décima edição da Virada Cultural terá reforço de policiamento no centro,Medida visa evitar arrastões durante a madrugada. Edição terá número recorde de atrações¢ com vários espaços culturais espalhados pela cidade. Artistas do programa 'De Braços Abertos' integram programação
Prefeitura propõe reserva de vagas de contratação temporária para pessoas com deficiência,Proposta de alteração da Lei Municipal 10.793¢ de 1989¢ pretende reservar vagas em contratações temporárias feitas pela Prefeitura para pessoas com deficiência. Projeto será enviado à Câmara Municipal
Prefeitura e Missão Paz definem atribuições do novo abrigo temporário para haitianos,Equipes da Prefeitura serão responsáveis pelo gerenciamento do abrigo¬ Missão Paz realizará a triagem dos imigrantes para o encaminhamento
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 8 de maio de 2014
Controladoria identifica irregularidades em convênios do Esporte,Secretaria Municipal de Esportes rejeitou parcialmente as contas do IDECESP – Instituto de Desenvolvimento¢ Cultural¢ Esportivo e Social do Estado de São Paulo¢ cujo presidente contratou empresas de parentes para realizar eventos em São Paulo
Guarda Civil Metropolitana atuará na proteção de mulheres vítimas de violência,Decreto que institui projeto Guardiã Maria da Penha prevê o monitoramento de vítimas que estão sob medidas protetivas
Crescimento de casos de dengue se estabiliza em 20%¬ Combate e prevenção são intensificados,Total de casos registrados neste ano chegou a 4.514 na capital¢ mais que o dobro registrado no mesmo período de 2013¬ outros três óbitos foram confirmados na cidade
Vila Gomes ganha nova linha de ônibus até a avenida Paulista,Anúncio foi feito durante  encontro do secretário adjunto de Transportes na Zona Oeste da cidade. Esta era uma das principais reivindicações dos moradores da região
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 9 de maio de 2014
Frente fria no litoral paulista muda o tempo na Capital,Temperaturas caem no fim de semana¬ no Dia das Mães¢ a máxima não passa dos 21ºC
