title,description
Paulista ganhará dois mirantes com espaços para gastronomia¢ cultura e bicicletário,Mirantes do Pacaembu e da avenida 9 de julho serão abertos no dia 23¢ durante a inauguração da ciclovia da Bernardino de Campos¢ que ligará a Paulista até a Vergueiro. Locais terão espaços gastronômicos¢ atividades culturais e bicicletário
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 6 de agosto de 2015
Projeto da SPTrans visa ao incentivo à leitura durante viagens de ônibus,Pelo Livro na Faixa¢ usuários de transporte público podem adotar livros em terminais
Haddad visita Capela do Socorro¢ na zona sul,Na região¢ foram vistoriados novos ônibus¢ intervenções viárias¢ food park¢ ciclovia e terreno destinado a habitação popular
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 7 de agosto de 2015
Município ganhará 32 novas minipraças espalhadas pela cidade,Prefeitura lançou nesta semana o edital para a instalação de 32 novos parklets¢ um em cada subprefeitura. Estruturas temporárias que ampliam as calçadas são espaços públicos com bancos¢ floreiras¢ guarda-sóis¢ mesas e aparelhos de ginástica
Prefeitura lança projeto para auxiliar jovens no ingresso à universidade,Parceria com os Cursinhos Populares UNEAFRO Brasil e Mafalda¢ “Bolsa Cursinho” beneficiará 204 jovens de baixa renda no preparo ao ensino superior
Prefeitura estudará exigir em licitações a adoção de licença maternidade de seis meses,Em encerramento da Semana Mundial de Amamentação¢ prefeito afirma que medida será avaliada juridicamente. Ideia é estimular empresas privadas a ampliar período de licença
Prefeitura moderniza controle de transportes de restos da construção civil para coibir descartes irregulares,Com o Controle de Transporte de Resíduos (CTR) Eletrônico¢ que está sendo implantado e entrará em vigor no dia 8 de setembro¢ o caminhão caçamba poderá ser rastreado desde a obra que gerou os resíduos até as unidades de destinação¢ como aterros
Agenda do prefeito Fernando Haddad,Sábado¢ 8 de agosto de 2015
Prefeitura no Bairro realiza ações de zeladoria em mais de 170 pontos do Jaguaré e Vila Lajeado,Desde a última segunda-feira (3)¢ 14 tendas e oito unidades móveis instaladas no CEU Jaguaré realizaram mais de dois mil atendimentos
Haddad destaca importância da união de povos durante 9ª festa da comunidade boliviana,Evento¢ que acontece até domingo (9) no Memorial da América Latina¢ reúne gastronomia¢ artesanato e apresentações de danças
Agenda do prefeito Fernando Haddad,Domingo¢ 9 de agosto de 2015
Prefeitura inaugura ciclovia do Minhocão,Eixo de 4¢1 quilômetros composto pela Rua Amaral Gurgel e pelas avenidas São João¢ General Olímpio da Silveira e Auro Soares de Moura Andrade foi entregue oficialmente neste domingo. Com ela¢ capital passa a contar com 356 km de malha cicloviária
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 10 de agosto de 2015
Ermelino Matarazzo recebe 18ª edição do programa Prefeitura no Bairro,Até o próximo sábado (15)¢ serviços de zeladoria serão intensificados no Parque Boturussú¢ na Vila Cisper e no Jardim Keralux. População poderá ainda usufruir de serviços prestados por diversas secretarias
Prefeito debate novas ciclovias e redução da velocidade máxima com cicloativistas,Haddad participou na manhã desta segunda (10) de uma reunião da Câmara Temática de Ciclistas do Conselho Municipal de Transportes e Trânsito (CMTT). No último domingo (9)¢ São Paulo atingiu 356 quilômetros de ciclovias
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 17 de setembro de 2015
Agenda do prefeito Fernando Haddad,10 de Agosto de 2015
Inscrições para Conselho Municipal,Nesta eleição¢ pelo menos 50% da composição dos Conselhos será de mulheres e  imigrantes terão vagas garantidas em todos os territórios das subprefeituras
Agenda do prefeito Fernando Haddad,Terça-feira¢ 11 de agosto de 2015
Prefeitura padronizará velocidade máxima na capital para 50 km/h,Para garantir a segurança de motoristas e pedestres¢ administração estuda quais vias arteriais receberão novo padrão. Meta é que até 2016 a cidade tenha uma velocidade padrão
Alunos de escolas municipais debatem relações internacionais com ex-chanceler brasileiro,Iniciativa faz parte das comemorações do 70º ano da ONU e contou com a troca de experiências entre cerca de 100 alunos de escolas municipais e o diplomata Antonio Patriota
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 12 de agosto de 2015
São Paulo recebe quase 1.200 talentos da educação profissional de 59 países,WorldSkills Competition foi aberta nesta terça (11) e seguirá até sábado (15)¢ reunindo cerca de 1.200 jovens da educação profissional¢ que competirão em 50 ocupações¢ divididas em seis áreas. É a primeira vez que o evento ocorre na América Latina
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 13 de agosto de 2015
Programas da CET diminuem atropelamentos em 16¢45%,Em dois anos de implantação¢ Plano de Proteção à Vida também reduziu em 12¢5% o número de acidentes com feridos ou vítimas fatais. Ações têm o intuito de conscientizar e proteger principalmente pedestres e ciclistas da capital
CET implanta redução de velocidade máxima em mais cinco vias,Av. Angélica¢ Av. Nadir Dias de Figueiredo¢ Av. Dr Abraão Ribeiro¢ Av. Pacaembu e R. Major Natanael terão velocidade máxima de 50km/h a partir de segunda (17)
“Ruas de Memória” pretende mudar nomes de vias que homenageiam símbolos do regime militar,Lançamento do programa aconteceu quinta-feira (13) com a assinatura de um projeto de lei que proíbe novas homenagens a violadores de direitos humanos e outro que altera o nome do Viaduto 31 de Março para Therezinha Zerbini
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 14 de agosto de 2015
Prefeitura entrega 180 unidades habitacionais no Capão Redondo¢ zona sul,Conjunto Habitacional Ribeirão Preto foi viabilizado pelo programa Minha Casa Minha Vida. Mais de 700 pessoas serão beneficiadas pela entrega. Ao todo já foram entregues 4.944 unidades em 39 conjuntos habitacionais pela cidade
Prefeitura no Bairro coleta 35 toneladas de entulho e móveis velhos em Ermelino Matarazzo,Ação integrada¢ que intensifica serviços de zeladoria e leva políticas públicas à periferia¢ atendeu mais de 7.000 pessoas de Ermelino Matarazzo em sua 18ª edição. Perus¢ na zona norte¢ será o próximo alvo do Prefeitura no Bairro
Agenda do prefeito Fernando Haddad,Sábado¢ 15 de agosto de 2015
Programa de Regularização Fundiária beneficia 10.000 famílias da zona leste,Em evento neste sábado (15)¢ na Arena Corinthians¢ 2.000 famílias de loteamentos em áreas públicas receberam títulos de concessão¢ e outras 8.000 famílias de terrenos particulares ganharam segurança jurídica para permanecerem nos locais
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 17 de agosto de 2015
Prefeitura padronizará velocidade máxima na capital para 50 km/h,Para garantir a segurança de motoristas e pedestres¢ vias arteriais receberão novo padrão de velocidade gradativamente até o final de 2015. Alterações de limites serão divulgadas com no mínimo 72 horas de antecedência
CET implanta redução de velocidade máxima em mais 11 vias da cidade,Trajetos nas zonas sul e oeste terão limite reduzido de 60 km/h para 50 km/h a partir de quinta-feira (20/08)
Prefeitura no Bairro beneficiará quase 100 mil pessoas na região de Perus,Ação integrada que intensifica serviços de zeladoria e leva políticas públicas para a periferia foi iniciada nesta segunda (17) e beneficiará moradores do Jardim do Russo¢ Jardim da Conquista e Recanto dos Humildes¢ em Perus
Minhocão recebe primeiro jardim vertical permanente,Intervenção permitirá que paredão de 302 m² seja coberto por plantas¢ garantindo benefícios paisagísticos e ambientais
Seminário debate avanços e perspectivas da Lei Maria da Penha e de políticas para mulheres,Secretária Municipal de Políticas para as Mulheres destacou ações da pasta. Evento contou coma participação da ministra Eleonora Menicucci
Agenda do prefeito Fernando Haddad,Terça-feira¢ 18 de agosto de 2015
CEUs terão recurso adicional para garantir funcionamento pleno,Unidades participarão agora do Programa de Transferência de Recursos Financeiros¢ que tem como objetivo fortalecer a participação da comunidade escolar no processo de construção da autonomia das unidades
Teatro Arthur Azevedo é reinaugurado após obras de modernização e ampliação,Fechado desde o fim 2011¢ teatro localizado na Mooca foi reaberto e¢ além da programação de grandes espetáculos¢ será sede do Clube do Choro de São Paulo
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 19 de agosto de 2015
Lentidão cai 10% e acidentes caem 23% nas marginais Tietê e Pinheiros,Dados preliminares das quatro primeiras semanas após a redução da velocidade máxima mostram que lentidão nas duas vias caiu 21% no horário de pico da tarde e 3% pela manhã. Acidentes com vítimas tiveram redução de 29%¢ e sem vítimas caíram 20%
Auditoria realizada na Subprefeitura da Lapa aponta 19 irregularidades,Controladoria verificou fragilidades no controle de termos de permissão para bancas de jornal¢ comércio de alimentos e problemas no descarte de materiais apreendidos. Subprefeitura atribuiu ocorrências a falta de servidores com conhecimento técnico
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 20 de agosto de 2015
Justiça autoriza a implantação de um parque de meio milhão de m2 e a construção de mais de 3.800 moradias na zona sul,Projeto do Residencial Espanha¢ em Cidade Ademar¢ prevê equipamentos de saúde¢ educação¢ segurança e comércio¢ além da preservação ambiental das 11 nascentes no terreno e o plantio de novas 28 mil mudas
CET implanta redução de velocidade máxima em mais 6 vias da cidade,Trajetos nas zonas sul e oeste terão limite reduzido de 60 km/h para 50 km/h na segunda-feira (24). Trecho de 300 metros na rua Domingos de Morais terá alteração a partir de domingo (23)
Butantã ganhará Hospital Dia Rede Hora Certa,O prefeito Fernando Haddad visitou as obras na manhã desta quinta-feira (20). No local já funciona AMA Peri Peri
São Paulo recebe pela primeira vez congresso internacional sobre medicina e tecnologia,Iniciado nesta quarta (19)¢ Medinfo 2015 reúne mais de 1.000 participantes de 67 países para debater avanços tecnológicos e o uso da tecnologia de informação na medicina. Primeira-dama¢ Ana Estela Haddad¢ participou do evento nesta quinta-feira (20)
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 21 de agosto de 2015
Justiça fixa indenização que Maluf deve à Prefeitura por fazer promoção pessoal,Ex-prefeito terá que pagar R$ 128¢6 milhões ao município por ter usado símbolo de campanha eleitoral de 1992 como marca oficial de sua administração
Auditoria aponta irregularidades em execução de obras na zona leste,Controladoria analisou contratos vigentes para a revitalização do Parque Sapopemba e de uma praça localizada entre as ruas Ângela Bartolomei e Dr. Paulo Carneiro Maia¢ em São Mateus
Auditor fiscal assume Secretaria Municipal de Finanças,Economista era secretário adjunto da pasta até a saída de Marcos Cruz da administração municipal
Veículos elétricos e híbridos poderão ter desconto de 50% do IPVA,Prefeitura abrirá mão de 100% da quota-parte que lhe compete do imposto estadual. Devolução será feita mediante requerimento feito pelo proprietário
Prefeitura propõe reestruturação da carreira de engenheiros¢ arquitetos e agrônomos,Projeto de Lei segue em votação na Câmara Municipal e¢ se aprovada¢ elevará o salário inicial destes servidores para R$ 7.032.90¢ mais que o dobro do atual
Agenda do prefeito Fernando Haddad,Sábado¢ 22 de agosto de 2015
Agenda do prefeito Fernando Haddad,Domingo¢ 23 de agosto de 2015
Prefeitura de São Paulo lança guia¢ mapa e portal da juventude,Plataformas lançadas nesta sexta (21)¢ na Cidade Tiradentes¢ trazem dados e informações sobre a situação dos jovens de forma territorializada e abrem novos canais de diálogos com a juventude paulistana
Mais de 2 mil atendimentos são realizados durante ação Prefeitura no Bairro¢ em Perus,Programa levado à zona norte da cidade beneficiou quase cem mil moradores dos distritos Jardim do Russo¢ Jardim da Conquista e Recanto dos Humildes
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 24 de agosto de 2015
Prefeitura inaugura ciclovia na Avenida Bernardino de Campos e equipamentos na Paulista,Trecho complementa ligação entre a Avenida Paulista e Rua Vergueiro e São Paulo atinge marca de de 356¢8 km de malha cicloviária. Região da Paulista recebe Mirante e espaço gastronômico
CET implanta redução de velocidade máxima em mais 3 vias na cidade,Trajetos na zona oeste terão limite reduzido de 60 km/h para 50 km/h a partir da próxima quinta-feira (27)
Alexandre Padilha assume Secretaria Municipal da Saúde,Médico infectologista deixou a pasta de Relações Governamentais para substituir José de Filippi Júnior¢ que ficará assume a chefia de gabinete
Prefeitura abre inscrições para o 'Jovem SUS',Serão oferecidas 800 vagas em 200 UBS localizadas nas seis regiões de saúde da cidade para a qualificação de jovens na área da Saúde
Jabaquara é a 20ª região beneficiada pelo Prefeitura no Bairro,Ação integrada seguirá até o próximo sábado (29)¢ levando políticas públicas municipais e intensificando serviços de zeladoria¢ como limpeza de córregos¢ novas sinalizações¢ Tapa-Buraco e melhorias na iluminação públicas para cinco bairros da região
Agenda do prefeito Fernando Haddad,Terça-feira¢ 25 de agosto de 2015
José Américo assume Secretaria Municipal de Relações Governamentais,Pasta tem como objetivo a articulação política do governo com a sociedade e com a Câmara Municipal de São Paulo. Aprovação da Lei de Uso e Ocupação do Solo está entre os desafios da secretaria
Prefeitura cria comitê para elaborar política municipal para imigrantes,Por meio do Decreto nº 56.353¢ o prefeito Haddad criou o Comitê Intersetorial da Política Municipal para a População Imigrante¢ que será formado por 26 integrantes do poder público e da sociedade civil
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 26 de agosto de 2015
Procuradoria Geral do Município divulga resultado da primeira auditoria dos shoppings da cidade,No total¢ 28 sindicâncias foram instauradas para investigar irregularidades em centros de compras da capital. Primeiro resultado apontou que a área de construção do shopping Vila Olímpia está acima do limite permitido
Prefeitura lança plano de manejo de árvores e faz parceria para agilizar podas,Plano Intensivo de Manejo Arbóreo (PIMA) terá como objetivo reduzir o risco de quedas de árvores durante o período de chuva. Convênio com a AES Eletropaulo vai desburocratizar podas e remoções
Prefeitura e União protocolam na Justiça acordo para que cidade pague parcelas menores da dívida,Negociado pelo prefeito Fernando Haddad e o ministro Joaquim Levy (Fazenda)¢ compromisso foi assinado por procuradores do Município e da União. Saldo devedor de São Paulo será reduzido de R$ 64¢8 bilhões para R$ 28 bilhões
CET implanta redução de velocidade máxima em mais 16 vias,Quatro trajetos na zona sul terão limite reduzido de 60km/h para 50km/h na próxima segunda (31/08). Devido à sua extensão¢ Eixo Norte-Sul terá alterações implantadas um dia depois¢ na terça-feira (01/09)
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 27 de agosto de 2015
Equipe do Google apresenta ferramentas de mobilidade para a Prefeitura,A convite do prefeito Haddad¢ representantes da empresa mostraram plataformas que permitem a inclusão de rotas para bicicletas no Google Maps e calculam em tempo real a duração de trajetos nos ônibus de São Paulo
Prefeitura propõe lei para regularizar fechamento de vilas e ruas sem saída,Projeto de lei substituiria a legislação anterior considerada inconstitucional e autorizaria fechamento somente de vias exclusivamente residenciais¢ que não tenham equipamentos públicos¢ com o resguardo da livre circulação dos pedestres
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 28 de agosto de 2015
Agenda do prefeito Fernando Haddad,Sábado¢ 29 de agosto de 2015
20ª edição da Ação Prefeitura no Bairro registra mais de 2 mil atendimentos,Prefeito acompanhou ação neste sábado no Jabaquara¢ na zona sul¢ e visitou obras do futuro CEI Cidade Azul¢ na mesma região
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 31 de agosto de 2015
Secretaria cria departamento exclusivo para transporte de cargas,Divisão ficará responsável por planejamentos pertinentes ao setor¢ tais como a definição vias adequadas e de horários para a circulação de veículos de abastecimento na cidade
Prefeitura no Bairro leva zeladoria e serviços a 70 mil pessoas em São Miguel Paulista,Moradores do Jardim Romano¢ da Vila Aimoré e da Vila Itaim serão beneficiados com ações intensificadas de limpeza¢ tapa buraco e iluminação¢ além de praça de atendimento com principais serviços da Prefeitura
Projeto de lei da Operação Urbana Tamanduateí está disponível para consulta pública,Minuta do projeto de lei da Operação Urbana Consorciada Bairros do Tamanduateí foi disponibilizada para consulta pública nesta segunda (31) e seguirá até 25 de setembro. Ação visa requalificar Cambuci¢ Mooca¢ Ipiranga¢ vilas Carioca e Prudente
Menos de 5% dos carros cometeram mais da metade das infrações multadas,Levantamento feito pela CET aponta que apenas 385 mil veículos¢ do total de quase 7¢9 milhões licenciados na cidade¢ foram responsáveis sozinhos por 50¢6% das infrações de trânsito autuadas em 2014. Quase 5¢6 milhões de veículos não receberam multas
Agenda do prefeito Fernando Haddad,Terça-feira¢ 1º de setembro de 2015
Programa de redução de velocidade máxima segue cronograma,Nas próximas semanas¢ haverá redução de velocidade máxima para 40 km/h na região central de São Miguel Paulista e na Bela Vista
Começam as obras no primeiro condomínio da PPP de habitação no Centro,Empreendimento no Bom Retiro terá 126 moradias de interesse social em terreno de mais de 2 mil metros quadrados doado pela Prefeitura. Parceria público-privada construirá no total 14 mil apartamentos na região central
Controladoria aponta falhas em convênios firmados com entidades esportivas,Controladoria Geral do Município concluiu uma auditoria em convênios firmados pela Secretaria Municipal de Esportes¢ Lazer e Recreação com entidades para realização de eventos e descobriu 12 tipos de irregularidades
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 2 de setembro de 2015
Prefeitura regulamenta Programa de Regularização de Débitos para sociedades uniprofissionais,Débitos relativos ao período em que o contribuinte esteve enquadrado indevidamente como SUP serão remitidos e as infrações serão anistiadas até o limite de R$ 1 milhão. Os valores que excederem um milhão poderão ser parcelados em até dez anos
Plataforma mapeia trajetos para bicicletas na cidade de São Paulo,Ferramenta colaborativa do Google permite que munícipes publiquem e busquem ciclovias¢ ciclofaixas¢ rotas e serviços para bicicletas na cidade
Vila Císper¢ na zona leste¢ ganha creche com 175 novas vagas,Prefeito Fernando Haddad visitou a unidade nesta terça-feira. Equipamento foi inaugurado em julho deste ano
Prefeitura abre primeiro Centro Dia para idosos,Equipamento oferece uma programação com atividades lúdicas e terapêuticas¢ exercícios físicos e cuidados diários. Objetivo é incentivar uma vida mais ativa e saudável
Veja o que abre e fecha durante o feriado da Independência do Brasil,Alguns serviços oferecidos à população seguirão um esquema especial de atendimento durante o feriado de 7 de setembro
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 3 de setembro de 2015
CET implanta redução de velocidade máxima em mais 4 vias,Trajetos na zona sul terão limite reduzido de 60 km/h para 50 km/h a partir da próxima quarta-feira (09/09)¢ completando a regularização de velocidade no Mini Anel Viário
Fiscalização com radares móveis ajudará a prevenir acidentes com motos,Guardas civis metropolitanos utilizarão 10 equipamentos nas Marginais Pinheiros e Tietê para garantir o cumprimento do limite de velocidade. Medida tem como objetivo reduzir mortes de motociclistas nas vias
Projeto de lei do novo Código de Obras e Edificações é entregue à Câmara Municipal,Objetivo da proposta é simplificar e desburocratizar o licenciamento de obras na cidade¢ mas mantendo os cuidados com os impactos urbanísticos¢ respeitando diretrizes do Plano Diretor Estratégico (PDE) e a Lei de Uso e Ocupação do Solo
Acidentes com vítimas caem 27% nas marginais Tietê e Pinheiros após redução da velocidade máxima,Dados foram consolidados após seis semanas de implementação da medida. Extensão da lentidão nas duas vias caiu 12% na média diária¢ em relação ao mesmo período de 2014
Vencedoras do Prêmio Educação Além do Prato compartilham experiências,Merendeiras¢ professoras e diretoras viajaram junto a missões do Centro de Excelência contra a Fome do Programa Mundial de Alimentos da ONU para Senegal e para Brasília
CET implanta redução de velocidade máxima no Eixo Leste-Oeste,Dez vias que fazem a ligação entre as zonas leste e oeste terão limite reduzido de 60 km/h para 50 km/h a partir da próxima sexta-feira (11)¢ completando a regularização de velocidade no eixo
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 4 de setembro de 2015
Recuperação de placas de trânsito gera economia de quase 60%,Trabalho de reciclagem da sinalização¢ realizado pela CET em oficina na Barra Funda¢ fez com que¢ em dois anos¢ município investisse R$ 136 mil em 4.230 placas. Se adquiridas novas¢ mesma quantidade de placas sairia por mais de R$ 361¢5 mil
Prefeitura no Bairro atende 15 mil pessoas em São Miguel Paulista¢ na zona leste,Em uma semana¢ postos móveis de atendimento oferecem serviços como orientações de saúde e educação¢ encaminhamento a vagas de trabalho e atividades esportivas
Inscrições para Conselho Participativo Municipal são prorrogadas até o dia 25,Prazo seria encerrado nesta sexta-feira (4). Conselho é responsável por fiscalizar o uso de recursos públicos e sugerir políticas públicas regionais nas 32 subprefeituras. Eleição de 1.162 membros¢ que terão mandato de 2 anos¢ acontecerá em dezembro
Prefeitura e Ministério Público fazem acordo para abertura da Paulista a pedestres e ciclistas,Em reunião nesta sexta-feira (4)¢ promotores sugeriram que medida seja estendida também para vias da periferia. Prefeitura vai discutir o tema em audiências públicas
Justiça adia reintegração de posse para garantir segurança,Presidente do Tribunal acatou pedido da Prefeitura¢ com apoio do governo do Estado e do Ministério Público¢ para suspender operação marcada para a próxima quarta (9). Medida dará tempo para que reintegração seja planejada sem oferecer riscos
Agenda do prefeito Fernando Haddad,Terça-feira¢ 8 de setembro de 2015
Inscrições para Conselho Participativo Municipal são prorrogadas até o dia 25,Prazo seria encerrado nesta sexta-feira (4). Conselho é responsável por fiscalizar o uso de recursos públicos e sugerir políticas públicas regionais nas 32 subprefeituras. Eleição de 1.162 membros¢ que terão mandato de 2 anos¢ acontecerá em dezembro
CEI oferece nova proposta pedagógica na zona norte da cidade,Prefeito visitou na manhã desta terça (8) as instalações do Centro Educacional Infantil Fé e Alegria¢ no Jardim Rincão. Na unidade¢ crianças não possuem salas fixas e são estimuladas a ocupar e explorar todo o espaço
Prefeitura no Bairro inicia segunda fase na zona sul,Programa funcionará até sábado (12/09) para atender população de Jardim Gaivotas¢ Chácara Gaivotas¢ Cantinho do Céu e Jardim Tangará. Um dos destaques é a tenda do Centro de Apoio ao Trabalho e Empreendedorismo
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 9 de setembro de 2015
São Paulo tem maior índice de chuva em um mês de setembro dos últimos 20 anos,Chuva desta terça-feira (8) também superou a média histórica esperada para todo o mês. Cidade teve ventos de 83 km/h¢ e foram registradas 165 quedas de árvores até o final da tarde desta quarta (9)
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 10 de setembro de 2015
Wilson Poit deixa a Prefeitura,Ele indicou quadros técnicos para substitui-lo na presidência da SPTuris e da SPNegócios. Cargo de secretário de Turismo deve permanecer vago
Fiscalização com radares móveis nas Marginais tem início nesta quinta-feira (10),Guardas civis metropolitanos utilizarão 10 equipamentos em 38 pontos das Marginais Pinheiros e Tietê para fiscalizar o cumprimento do limite de velocidade pelas motos. Medida tem como objetivo reduzir mortes de motociclistas nas vias
Unidades móveis da Rede Hora Certa já realizaram meio milhão de exames de apoio diagnóstico,Fila de espera na rede por exames de colonoscopia teve redução de 97%. No caso da endoscopia¢ queda foi de 72% até junho deste ano
Arrecadação com multas é investida em segurança e operação do trânsito,Com aumento da fiscalização para garantir redução de acidentes e fluidez do transporte público¢ previsão para 2015 é que a receita proveniente de infrações multadas chegue a R$ 1¢2 bilhão
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 11 de setembro de 2015
CET implanta Área 40 em vias de São Miguel,Medida¢ que terá início na próxima quarta-feira (16)¢ visa aumentar a segurança para usuários¢ especialmente pedestres e ciclistas¢ incentivando o melhor compartilhamento do espaço urbano
Ações da Prefeitura ajudam a minimizar transtornos nos dias de chuva,Obras para prevenção de alagamentos¢ limpeza regular de bocas de lobo¢ podas de árvores e modernização da rede de semáforos são algumas das medidas executadas durante todo o ano¢ mesmo fora do período chuvoso do verão
CET implanta redução de velocidade máxima em mais 7 vias,Trajetos na zonas norte terão limite reduzido de 60 km/h para 50 km/h a partir da próxima sexta-feira (18/09)
Agenda do prefeito Fernando Haddad,Sábado¢ 12 de setembro de 2015
Em retorno à Capela do Socorro¢ ação Prefeitura no Bairro realiza mais de 2.400 atendimentos,Edição inaugurou segunda fase do programa intersecretarial. Etapa voltará a subprefeituras visitadas para o atendimento de novos bairros
Prefeito participa de abertura da 13ª Semana de Alfabetização do Movimento de Alfabetização de Jovens e Adultos,Realizado anualmente¢ encontro que reúne educadores e educandos busca integração entre os diversos atores do processo de alfabetização. Em evento¢ Haddad destacou a importância da educação universal
Agenda do prefeito Fernando Haddad,Segunda-feira¢ 14 de setembro de 2015
Prefeitura inicia implementação de faixa exclusiva de pedestre na avenida Liberdade,Intervenção é projeto-piloto da CET para ampliar áreas das calçadas. Via será sinalizada com tinta verde antiderrapante
Prefeitura articula rede de serviços para atender refugiados,Município oferece serviços gratuitos de saúde e educação¢ encaminhamento para oportunidades de trabalho¢ acordos para facilitar a obtenção de documentos¢ facilidade na abertura de contas bancárias e passeios culturais para as crianças
Prefeitura no Bairro leva serviços e zeladoria para 20 mil pessoas em Lauzane Paulista,Ação concentrada irá atuar em 90 ruas da subprefeitura de Santana/Tucuruvi¢ na zona norte. Postos móveis de atendimento foram instalados na praça Vereador Antonio Sampaio
Veículos elétricos e híbridos são isentos do rodízio municipal,Medida se soma ao desconto de 50% no IPVA de veículos menos poluentes¢ que foi sancionado pelo prefeito no mês passado e regulamentado nesta segunda (14)
Agenda do prefeito Fernando Haddad,Terça-feira¢ 15 de setembro de 2015
Inspeção veicular provoca queda de arrecadação com IPVA na capital,Levantamento aponta que a frota de veículos licenciada na cidade crescia em patamares semelhantes aos do Estado até criação da inspeção. Índice caiu à metade após implantação¢ gerando evasão do tributo. Prefeito defende que programa seja estadual
Prefeitura promove audiências públicas para abertura de ruas aos domingos,Serão realizadas 32 audiências públicas para que comunidades debatam a abertura de ruas e avenidas da cidade ao público¢ com restrição dos veículos motorizados entre 10h e 17h aos domingos e feriados. Ação na Paulista será debatida no Vão do MASP
Agenda do prefeito Fernando Haddad,Quarta-feira¢ 16 de setembro de 2015
Acidentes com vítimas caem 36% nas marginais Tietê e Pinheiros após redução da velocidade máxima,Dados foram consolidados após oito semanas de implementação da medida. Extensão da lentidão nas duas vias caiu 8% na média diária¢ em relação ao mesmo período de 2014
Controladoria Geral do Município encontra indícios de conluio de gráficas,Apuração preliminar da CGM concluiu que empresas RGB¢ Graftec e REDE SEG são suspeitas de fraudar concorrência já suspensa da Secretaria Municipal de Direitos Humanos. Sindicâncias podem declarar empresas inidôneas e punir funcionários
Portal São Paulo Diverso aproxima empresas e trabalhadores negros,Objetivo é facilitar a inclusão racial no mercado de trabalho por meio da divulgação de oportunidades de trabalho. Plataforma foi desenvolvida em parceria entre Prefeitura¢ Microsoft e Banco Interamericano de Desenvolvimento
Justiça determina sequestro de R$ 80 mil de três acusados de integrar “máfia dos Alvarás”,Roberto Torres¢ Antonio Pedace e Marcos Peçanha prestavam serviços à Câmara durante a CPI dos Alvarás e foram flagrados extorquindo comerciantes. Eles tiveram bens bloqueados para possibilitar o pagamento de eventuais danos morais
Agenda do prefeito Fernando Haddad,Quinta-feira¢ 17 de setembro de 2015
Prefeitura inicia obras de nova unidade de saúde no Jardim Romano,Na região¢ estão em construção quatro Unidades Básicas de Saúde (UBS) e uma Unidade de Pronto Atendimento (UPA)¢ com investimentos de R$ 22¢9 milhões
Haddad sanciona Plano Municipal de Educação de São Paulo,Plano estabelece que 1/3 do orçamento da cidade seja encaminhado para a área e cria 13 metas e 14 diretrizes que irão orientar o município pelos próximos 10 anos
Prefeitura promoverá audiência pública para a discussão de uma política para imigrantes,Recém-criado Comitê Intersetorial da Política Municipal para a População  Imigrante se reuniu pela primeira vez na tarde desta quinta-feira (17)¢ na sede da administração municipal
CET implanta redução de velocidade máxima em mais 5 vias,Trajetos nas zonas sul e oeste terão limite reduzido de 60 km/h para 50 km/h a partir da próxima quarta-feira (23/09)
Agenda do prefeito Fernando Haddad,Sexta-feira¢ 18 de setembro de 2015
Modernização do Anhembi e parque no Aeroporto Campo de Marte levam investimentos para zona norte,Prefeito ressaltou projetos como a modernização do Complexo do Anhembi e a construção de uma arena de shows em parceria com a iniciativa privada¢ além da implementação de um parque municipal no Campo de Marte¢ como eixos de desenvolvimento
Prefeitura no Bairro realiza mais de 3 mil atendimentos em Lauzane Paulista,Ação concentrada está sendo realizada em 90 ruas da subprefeitura de Santana/Tucuruvi e funcionará também neste sábado (19)
Agenda do prefeito Fernando Haddad,Sábado¢ 19 de setembro de 2015
Conferência Municipal de Políticas para as Mulheres discutirá diretrizes para elaboração de plano municipal,Quinta edição do evento¢ que acontece neste final de semana¢ tem como objetivo discutir e formular propostas¢ diretrizes e subsídios para as políticas públicas direcionada às mulheres na cidade
Mais de 200 pessoas debatem abertura da Paulista para pedestres em audiência pública,Das mais de 20 falas de participantes durante a audiência pública do programa Rua Aberta¢ cinco foram contrárias a abertura da avenida Paulista para os pedestres e ciclistas¢ aos domingos. Audiências acontecerão nas 32 subprefeituras
